clean_text,sentiment
yapılan çalışmalar bize ton civarında lityumu geri kazanma imkanını sunduğunu gösterdi önümüzdeki yıl içerisinde tonluk kapasiteye ulaşarak ülkemizin önemli bir açığını ithal ettiğimiz bir ürünü türkiyede üretmiş olacağız,Positive
herkesten daha çok koltuk sevdalısı olduğunu gösterdi bir de halk ne derse o idi insene olan koltuktan,Negative
alanı da zorunlu hizmet alanıdır en azından alan değişikliği hizmet alanlarından yapilmasi şeklinde yeniden duzenlenmelidir,Neutral
hakkını istiyor karayolları ve diğer kamu da çalışan işçiler kadro bekliyor taşerona kadro sözünü tutun lütfen devlet taşeron işçi çalıştırmaz,Negative
hdpkkyı çagırmadınız mı,Negative
cumhurbaşkanı adayımız sayın muharrem ince adalet ve kalkınma partisi genel başkanı ve cumhurbaşkanı adayı sayın recep tayyip erdoğanı ziyaret etti,Neutral
başkanım çok zor durumdayım bankalara borçumdan dolayı evime bakamaz haldeyim lütfen bana yardım edin l,Negative
hayırlı olsun inşallah tebrikler,Positive
tanrım inanamıyorum sanki bir şey başarmış gibi rtv yapıyor başarısızlık kutlaması,Negative
melodinin ismi ne bilen varmı,Neutral
tck her maddeden mağdur pişman suçsuz var ülkenin her kesimini düşünün artık hekes azılı suçlu degil,Negative
herkes haddini bilecek,Negative
gaziantep milletvekilimiz şahinbey serinevler toki mh de vatandaşlarımıza hitap ediyor,Neutral
kendi elinizle astığınız halde yine de isimlerini zikrediyıün deniz ve onun gibilerin vizyonunu hükümet tek tek yapıyor habrnz yok,Negative
sessiz kalıp peşkeş çekerek yol açtığınız bu olaylarda ziyan olan kuruşlarin dahi ahirette hesabı allah tarafından sorulur,Negative
allah ordumuzu basimizdan eksik etmesin,Positive
bu kadar haysiyetsizce provakasyoncu nasıl olunur ı çalışma,Negative
bütün tv kanalları sizde gazeteler sizde troller sizde şartları eşitle de görelim kim bu muhalefet,Negative
dolar düşmez pozisyon bozmayalım diye dolarlarını bozmayan büyükbaş godamanlar varya milletin gücü neymiş görecek,Negative
önce git türkçe dersi al ve ötede ağla,Negative
istanbulda huzur kalmadı trafik polisleri araçları motosikletleri denetlemiyor mu alibeykoy otogar yolu ana yoldur yüksek sesli müzik mi dersin hız mi dersin adamlar kırmızı ışıkta birbirleriyle yarış yapiyor bu yolun denetlenmesi lazim,Negative
dede ee sende kahvaltıya zetyin koymamışsın bize reva gördüğün bu mu,Negative
ve sınıfa gidenler hastalık bulaşırsa allah göstermesin vefat eden olursa sorumlusu kim olacak bunları düşünmüşünüzdür her haldeısrarla okulları niye açık tutuyorsunuz,Negative
size oy moy yok,Negative
aile hekimleri karantinadasın diyor hastanede gün geçtiyse çık diyorlar hes kodunda riskli değil yazıyor senkronize sorunu var,Negative
hanı müzik ne biçim bi organizasyon bu,Negative
staj için merhamet reisin sana güveniyorum,Positive
lutun çocukları toplanmış,Neutral
boş yapma,Negative
müjdesidir inşaallah saygı değer başkanım,Positive
tahliyeolsun yuvayadönsün hakan amp nazmiye düzgün cezaevinde anne baba tutukluluk zulumdur,Negative
milletvekili emekli maaşı tl milletin emekli maaşı tl,Neutral
bize ne çok maaş alıyorsunuz diye konuşan her haklarını alan çalışırken yada emekli olunca parayla işi olmayan subayların çoğu fetöcü çıktı,Negative
alnımız ak davamız haktır bizim davası olmayanları bizde istemiyoruz ak parti başakşehir gençlik kolları güvercintepe kısım teşkilatı,Positive
istifa et coşkuyu arttir,Negative
neden duyulmuyor görülmüyor çözüm üretilmiyor meb ranta kurban mı ediliyor,Negative
cennet eylesin bizlere e nasip etsin insaallah,Positive
tck tekerrürmükerrer infaz yakanlar bu sefer bu maddeler ayrilmamali fetocu hakimler ve savcılar tck nin her maddesini mağdur etti,Negative
bosch işler,Negative
abi ya çikmişsin yenmiş yenmişte yenmiş yenmişte yenmiş bu senin ki yenilen pehlivan hikayesini de geçti bi git daaa,Negative
onları zaten ak parti sosyal devletin gereği olarak yapıyor siz teşkilatlarınıza sahip olabilseniz yeterli,Negative
allah sizi başımızdan eksik hayranlığımdan evladımın adını yiğit tayyip koydum sizin gibi yiğit olsun diye,Positive
tecavüz ancak allahla insanları kandiranlarin aklından geç güzel günde tek duam allah sizlerin içine sevgiyi saygıyı ahlakı nakşetsin şükürler olsun hem atatürkçü hem laik hemde müslümanı dindar gösterip hertürlü hırsızlığı duzenbazligi yapanlardan olmadık,Positive
hala da hakımızı gasp etmekte siniz neden bizler haklı bir sebeb ten dolayı emeklilik hakımızı istemekteyiz bu kanunsuz bir şey değil dir kanunsuz sizin yasasını geriye dönük işletmek tir hangi ülkede gördünüz yasalar geriye dönük işletildiğini millete bunu açıklayın,Negative
engelsiz atama ii,Neutral
limeçhul zırvatası deyip orayı burayı kazıyonuz ya yıda birgün kazacakmısınız o zaman neden külle kapatıyonuz,Negative
güvenlik devletin sağlaması beklenen en önemli hizmetlerden biridir ancak daha da önemlisi güvenli bir yaşam sürmek bir insanın temel haklarından biridir birçok farklı şekilde güvenliğin sağlanmasına dönük önlemleri almakla yükümlü olan anayasada belirtildiği gibi devlettir,Neutral
gençler bedelli bekliyor,Neutral
önce gerçekten aile bakanlığı olun da sonra konuşursunuz,Negative
bin nedir bin ve altı yapsaydıniz yada ve altı binlira çok düşük mutlu edici değil,Negative
geç kalmış kucaklasmalar amansız ayrılıklara sebep olur,Negative
yıl önce kredili sistemde biz denendik yıl sonra çocuklarımız gitmeyin güzel beyinlerimiz ülkemizden ne olur elinizden geleni yapın,Negative
ssk yı batıran adamın da bunu söylemesi çok komik kendinizi daha fazla komik duruma düşürmeyin sizim yüzünüzden yıllardır chp ye oy vermiyorum,Negative
bu cuma diyanete soyleyinde fakirlik erdemdir cennete gider direk gibi vaazler versinler simdi bu maas az ya insanlar cok istan etmesin verin morfini cuma günü zaten reiste cay atar arabadan kafalara ohhh kafalar mis olur gelsin,Negative
geç bunları,Negative
sn msb kanal istanbul yapılsa karadenizdeki ülkelerin güven içinde yaşaması mümkünmümontrönun sağladığı düzen devam ürk sayesinde gerçekleşen montro boğazlar antlaşmasiyla bu düzen sağlandi bunu söyleyen emekli amirallerimiz cezalandırıldı neden korumadnz,Negative
emekli öldü aclik sefalat perisan emekli et tavuk peynir sut sebze meyva unuttu tornlarnn yuzune bkmyr seyyanen tl zam bekliyor,Negative
dile kolay sadece,Negative
ssk müdürü iken neyaman hesapcı olduğunu gördük kurumu batırdın kemal,Negative
allah güvenlik güçlerimizi o şerefsizlerin tuzaklarını bozsun inşallah dualarımızla gece gündüz sizinleyiz yiğitler,Positive
atatürk diyemeyen atatürke ait ne varsa tek tek yagmalayip yok eden ders kitaplarından kaldıran akp nin alman kanalında atatürkü hitlere benzetmesini gündem yapması çok manidar cc şeytani yarattı da bu,Negative
ali kitapçi senin sonun olacak unutma bunu kağittan kedi,Negative
adli mahkumaumut reis,Positive
islami konferansengelleniyor,Negative
yavrularımıza öncelik saglayın onları hayattan sogutmayın onları hayata sımsıkı tutunacak bireyler olarak yetiştirin onları soyutlamayın engel olmayın engelleri yıkın,Negative
olağan kongremizden,Neutral
aşıya zorlamayın,Negative
ondan hemen sonrada onu şehit edenlerin parhis ile görüşmeye gitti şimdi bu perhiz bu ne lahana turşusu demek gerekiyor,Negative
londralı tefeciler ne kadar faiz istiyor,Negative
sayin istanbul halki farkimiz resimlerde anlatiliyor yorumsizin,Positive
her yurttaşın oyle yaptigi icin iktidarsin,Positive
ablama ve arkadaşına atama istiyorum,Positive
ben sosyal bilimler hazırlık sınıfı öğrencisiyim sonuç olarak bizde öğrenciyiz ama bizim için herhangi bir program yapılmamış,Negative
spor turnuvaları istiyoruz biz,Neutral
omurgasız canlılar su da mı yaşıyordu,Negative
bizler beşiktaş semtinin sakinleriyiz ve bu ilçenin bu semtin kaldırımlarını siyah beyaz istiyoruz çok ilgisiz,Neutral
chp li belediyeler ilk önce kendi belediyelerinde taşeronu kaldırmalı ve seçim zamanında askeri ücret ile ilgili bol keseden attıkları ücreti kendi elemanlarına uygulamalı,Negative
paspas,Negative
reis in izinde,Positive
bakanımız her çıktığı programda atama olacak ve sizi fazla bekletmeyeceğiz demesine rağmen hala atama duyurusu gelmedi öğretmenler aydır bekletiliyor bir an önce kpss ile bin atama,Negative
aynı size yaptığı gibi sizin de işiniz bitene kadar can ciğerdiniz şimdi tu kaka oldu her lafınız çelişkili bayım,Negative
şapşaplın birisi diyor kichp çıksın desin kitüm cemaat ve tarikat yurtlarını kapatacağım yok ya lades devlet yurtlari yeterli olursa sorun bi o müptezel yerlere gitmek zorunda kalmaz,Negative
huzur için tek yol caapenin acilen kapatılmasıdır,Positive
daha yeni başlıyorum ve yüzünü güneşe dön gibi bir seçim şarkısı da gelsin,Positive
sayin bakanim biz formasyon sistemi ile tercih yaptik bu sistem uygulanmali yeni sistem yeni oğrencilere bize degil eeee erteleeeeee,Negative
siyasetçi yalan söyler diyen yalancı bakan senin hanki sözüne inanacağı cikmiş masal anlatiyor,Negative
allah rızası için artık af verin bu vatandaşları artık bekletmeyin lütfen efendim acil af af af,Negative
bundan böyle hasret olmasın en zorunu çektik acının en küçük yaşını biliriz yeterrr aff istiyoruz,Negative
sayın vekil ben size defalarca bilgi attım en sonunda burdan atacağım merak etmeyin,Positive
doğum gününz kutlu olsun bizim başbakan ımız,Positive
hz allah yardımcın olsun kutlu bir yolculuk olur hak çizgini hak eylesin gerisini gayr eylesin bu millete zaferler ikram eylesin,Positive
aynı şekilde hemşireye yapacağı ilaçları ile ilgili soru sorduğumda biz bunları sürekli yapıyoruz yaptığımız işi size açıklamak zorunda değilim cevabı alıyorum sanırım sağlık bakanlığı olarak ilgilenemiyorsunuz vatandaş olarak kendi çözümümü üretebilirim,Negative
ya şu devlet e muhalefet etiniz kadar patron lara etseniz bu ülkede çok şey değişir,Negative
tapu sorunu olmayan yermi var tek ağaç olmayan en az altmış yıldır tarla olarak kullanılan yer tapulaşmada orman yazılıyor yine altmış yıldır tarla olarak kullanılan yer otlak yazılıyor çeşitli hatalar yapılar var bu nedenle acilen imar affı ve b yeniden detaylı olarak çıkmalı,Negative
maaşımızdan tasarruf edilsin fakat emeğimizden tasarruf edilmesine müsaade etmeyin sayın cumhurbaşkanım,Positive
amk harbi bunak la partinin kurucusu darbeyi yaptı bu bunal ne anlatıyor,Negative
hdpkk ya kaç bakanlık yakışır sırrı sakık öyle demiyor ama kapalı kapılar ardında yapılan pazarlığı açıklasın diyor,Negative
fox tv bizim evde seyredilmez kesinlikle haramdır,Negative
bu da kendini nimetten sanıyor he kemal he gündemde sen varsın en çok senle uğraşıyorlar,Negative
staj ve çıraklık mağduru halkımızı mağdur eden sayın bakandan la fontenden masallar devam ediyor staj düşmanı sayın bakan şimdide çıraklar olacak stajyer olmayacak diyor neden stajyer bir isyerinde işçi gibi çalışmadimi ücret almadimi çalıştığı isyeri işveren değil mi,Negative
sayin baskan ne dediginizin farkinda mısınız istanbul ankaradan yonetilmeyecek te nerden yö pardon zaten adayiniz yeni bir istanbul anayasasi yapamaya geliyordu degil mi,Negative
recep tayyip erdoğan biz senin yanındayız ve paralel devlete karşı her zaman dik duran birisiniz ve bu yüzden bu millet senin,Positive
kamuda çözümlenmesi gereken elzem konuların başında üniversite mezunu işçiler gelmektedir kadromuz varsadece statü değişikliği ile memurluğa geçirilmeyi bekliyoruz sayın kamuda çalışan üniversite mezunu işçiler hakkında atılan adımlar ne zaman tamamlanacak,Neutral
aile boyu terör propagandası rezaletine seyirci kalmaya devam mı,Negative
bakanlığımızın genelgesi ile tedbirleri kapsamında bağcılar belediyemize ve müftülüğümüze bağlı ekiplerimiz ile camilerimizin kurallarına uygunluğu noktasında denetimlere devam ediyoruz çinhepimiziçin,Neutral
adaletin garibanlara mazlumlara masumlarada işlediğinide,Negative
şartı getirildi lütfen,Neutral
tarih seni nasıl anacak acaba,Negative
vaka ve vefat sayıları düşüyor işte son durum,Neutral
z kusagi anka tank tog abd baskisi umrunda degil tek bildikleri ucuz yakit ucuz ipone telfon vss okulda ilk orta lise uversite miliyetcilik vatanseverlik dersi mi yok yerlimali pofuduk kalmis zaten te gencler ya basit seylere oy verir yada oy kullanmaz gibi,Negative
kemal bey etrafımda onlarca ev sahipleri tarafından evinden çıkarılmak istenen kiracılar var bu konuda neden bi girişiminiz yok konuşmanız yok lütfen bu konuya değinin acil bişeyler yapılmalı millet sokağa atılıyor ayıp yahu ev arayanlar binlira kira nasıl öderiz diyor,Negative
stifa onlarca yil bosuna okumadik,Positive
yeni ekonomize bagli turk para birimimizi olusturalim bu gucun icinde faiz olmayacai icin degerinde alim gucumuz olsun,Positive
hacı bir sal bizi ya bırak şu partiyi yıldız yıldık,Negative
getireceginiz başbakan sizi dışarıda hoca gibi temsil edebilecekmiiçtenlikle cok calış bu vatana kurban edebi,Negative
hayırlı olsun sayın bakanım allah hayrını kabul etsin inşallah vatana ve millete bir sadakayı cariye olur,Positive
atasını bilmeyen namerttir,Negative
puanlarımız öylece bekliyor bizde bekliyoruz şu atama müjdesini almanın zamanı gelmedi mi,Negative
sn cumhur başkanım bu ince ve mütevazı mj dolayı bir gs li olarak sizlere teşekkür ederim,Positive
müdür biz chp nin olmadığı bi eğitim hatta chp siz bi dünya istiyoruz,Negative
allah rahmet eylesin mekanı cennet olsun amin,Positive
istifa etmeyi düşünüyor musunuz lakin başarısızlıklarınız sebebi ile iktidar uzun yıllardır değişmiyor,Negative
yıl tskde şerefle görev yapan üç bine yakın uzman çavuşuz sayili kanun mağduru uzman çavuşlar olarak imtiyaz ve ayrıcalık değil uzman çavuş özlük haklarimizi ve onurumuz olan kimliğimizin iadesini istiyoruz,Neutral
boşa kürek çekiyon ters akıntı var,Negative
akparti ticaret bakanlığının ilgisizliği yüzünden ihlasfinanszedelerden aile bireyleri ile beraber bin oy alamayacak ibb seçimi gibi,Negative
soru önergesi verdi gün şartını doğru bulmadı yardımcı olacağız dedi gün saçmalığına son verilsin,Negative
reisim yürü de yürüyelim cihan yerinden oynasın bitsin bu zulüm,Positive
numan kurtulmusun sözlerine dair ne diyorsunuz siz aydır ne için mücadele ediyorsunuz biz seçimden sonra bakılır lafı için mi bizim de insan olduğumuzu bir psikolojimizi göz önünde bulundurun verin artık şu yasayı ha seçimden önce ha sonra,Negative
allah devletimize zeval vermesin,Positive
yani hasılıkelam asgari ücretli binlirayada geçinemezsana tapan o yalamalar varyaçıkarları bitince nasıl taşlayacaklarbir bilsenben avrasya ekseninde avrupayı dışlamadanortak işbirliğini geliştermeni desteklerimamerikanın adamı olmazçıkarı olur geçde olsa,Negative
allah seni başımızdan eksik etmesin reis,Positive
devletimize vatanımıza hayırlı olsun inşaalah,Positive
sayın bakanım gaziantep karkamış ilçesinin tüm barak odasının köylerinde arefe gününden itibaren damla su akmıyor arıyoruz cevap yok kurban bayramında böyle olurmu temizlik hijyen kalmadı,Negative
